AgeSubject,WordCategory,RTlexdec,RTnaming,WrittenFrequency,LengthInLetters,FamilySize,NumberSimplexSynsets
young,N,6.45029663137203,6.08221891037645,4.74493212836325,5,1.09861228866811,1.38629436111989
young,N,6.446973002078,6.1132396040339,7.08002649992259,4,2.83321334405622,3.3322045101752
young,N,6.37903720237456,6.14568665295577,5.31320597904179,4,1.79175946922805,1.79175946922805
young,N,6.25862498383897,6.10702288774225,8.98732181285012,4,3.97029191355212,3.17805383034795
young,N,6.38901508413054,6.11919791361753,4.88280192258637,4,2.30258509299405,2.19722457733622
young,N,6.4003072779542,6.17420268378715,5.04342511691925,6,2.39789527279837,1.94591014905531
young,N,6.41037223091264,6.14568665295577,3.89182029811063,3,1.38629436111989,1.09861228866811
young,N,6.31385596987825,6.12249280951439,8.54752839121231,5,4.30406509320417,3.8286413964891
young,N,6.50151487040622,6.15166829864832,3.36729582998647,4,1.09861228866811,1.79175946922805
young,N,6.53198488620901,6.10880303952522,4.06044301054642,4,2.19722457733622,1.09861228866811
young,N,6.51897028112517,6.25363648538967,5.18738580584075,6,2.07944154167984,1.38629436111989
young,N,6.43752762464465,6.11500873319944,4.30406509320417,4,3.40119738166216,2.39789527279837
young,N,6.32834741369488,6.0897249162755,10.0020651158971,4,4.74493212836325,2.99573227355399
young,N,6.61992652910708,6.1580377469338,2.77258872223978,4,0.693147180559945,1.09861228866811
young,N,6.47191343421526,6.18476725641117,9.21423278669153,4,0.693147180559945,1.09861228866811
young,N,6.41450758749022,6.11235386438344,4.27666611901606,5,0.693147180559945,1.6094379124341
young,N,6.44506881387667,6.1616291736313,5.60947179518496,5,1.79175946922805,1.79175946922805
young,N,6.34189251928624,6.09919724691086,9.11943049661634,4,1.6094379124341,1.6094379124341
young,N,6.43380788330258,6.14846829591765,5.99146454710798,5,1.38629436111989,2.07944154167984
young,N,6.36818718635049,6.17773662364629,6.01126717440416,6,2.484906649788,2.77258872223978
young,N,6.5186604437873,6.14761322959791,4.71849887129509,6,0.693147180559945,1.09861228866811
young,N,6.58336772752194,6.24241779906146,1.94591014905531,6,0.693147180559945,0.693147180559945
young,N,6.49323933535355,6.11633352915385,4.47733681447821,4,1.94591014905531,1.09861228866811
young,N,6.45356200478262,6.11478776313998,5.18178355029209,4,2.30258509299405,1.79175946922805
young,N,6.5372132006632,6.15655516697357,4.97673374242057,5,0.693147180559945,1.09861228866811
young,N,6.33917694717132,6.14117682033631,3.61091791264422,3,0.693147180559945,1.09861228866811
young,N,6.40123703180245,6.09334401092915,8.2817239904114,4,3.3322045101752,2.30258509299405
young,N,6.4902985580216,6.16919223489171,6.8373328146856,4,1.38629436111989,1.38629436111989
young,N,6.5649409738923,6.14675743151402,3.49650756146648,5,0.693147180559945,0.693147180559945
young,N,6.5287762961098,6.21480807842486,3.73766961828337,4,1.38629436111989,1.09861228866811
young,N,6.49648837294614,6.23401849194201,4.86753445045558,5,0.693147180559945,1.38629436111989
young,N,6.25099788520506,6.07993319509559,6.49828214947643,5,2.89037175789616,1.6094379124341
young,N,6.37917293362689,6.23107182445286,5.59471137960184,5,2.56494935746154,1.6094379124341
young,N,6.344425101234,6.11633352915385,4.89783979995091,4,2.94443897916644,1.79175946922805
young,N,6.51840955275386,6.1978687744179,3.63758615972639,6,0.693147180559945,0.693147180559945
young,N,6.37043166390992,6.16667756466464,5.48893772615669,4,2.30258509299405,2.56494935746154
young,N,6.4343057193321,6.18517928773138,4.39444915467244,6,1.38629436111989,1.38629436111989
young,N,6.31674943808862,6.13599769784028,10.5543533408395,2,2.89037175789616,2.77258872223978
young,N,6.7189527660885,6.21820163393232,2.77258872223978,5,1.09861228866811,1.38629436111989
young,N,6.37087653422045,6.11368217983223,6.86901445066571,6,1.38629436111989,2.07944154167984
young,N,6.30340621158099,6.20899235963656,9.462421173185,7,2.63905732961526,1.6094379124341
young,N,6.35410913719975,6.19236248947487,6.20859002609663,5,1.09861228866811,1.79175946922805
young,N,6.41673228251233,6.15209419303295,4.38202663467388,5,1.38629436111989,1.38629436111989
young,N,6.39764606519989,6.17461909020583,6.11809719804135,4,1.6094379124341,1.09861228866811
young,N,6.53550248508007,6.21360759808861,4.38202663467388,3,1.09861228866811,1.09861228866811
young,N,6.36278669509345,6.16436688198544,6.26530121273771,4,2.19722457733622,2.30258509299405
young,N,6.35841402676555,6.1396690117577,8.50370260123374,4,4.11087386417331,2.56494935746154
young,N,6.40727594727029,6.22059017009974,8.54675199365778,5,3.55534806148941,2.19722457733622
young,N,6.53341085953176,6.2160071193359,4.00733318523247,5,0.693147180559945,1.09861228866811
young,N,6.39972574251815,6.15697898558556,3.61091791264422,5,1.79175946922805,0.693147180559945
young,N,6.48938728551845,6.195221384622,5.48893772615669,6,0.693147180559945,0.693147180559945
young,N,6.33327962813969,6.13079161232908,7.95331834656043,6,1.94591014905531,1.6094379124341
young,N,6.5866956554734,6.14697144970638,6.57368016696065,4,0.693147180559945,1.09861228866811
young,N,6.56703804509566,6.26625133157403,4.34380542185368,6,0.693147180559945,0.693147180559945
young,N,6.33829367973119,6.09559931183999,5.29831736654804,5,1.94591014905531,2.19722457733622
young,N,6.29513684180739,6.16099632897354,6.62273632394984,3,3.09104245335832,1.79175946922805
young,N,6.36984961164574,6.12970359133175,5.29831736654804,5,1.79175946922805,2.70805020110221
young,N,6.32589899456076,6.13144385716142,6.02586597382531,4,2.07944154167984,2.07944154167984
young,N,6.33606437944487,6.08813743436824,6.57786135772105,4,0.693147180559945,1.38629436111989
young,N,6.37456474808287,6.14182232869654,5.07517381523383,4,2.70805020110221,1.94591014905531
young,N,6.34829947824808,6.11611285167309,6.98007594056176,4,2.07944154167984,1.94591014905531
young,N,6.56200614470071,6.33735656368125,3.68887945411394,5,1.38629436111989,0.693147180559945
young,N,6.40646735969664,6.16814522401185,6.44571981938558,4,1.94591014905531,2.484906649788
young,N,6.40146933525818,6.09402113543307,5.25227342804663,4,2.19722457733622,2.07944154167984
young,N,6.32466357548024,6.13166117760127,7.06902342657826,4,1.79175946922805,1.6094379124341
young,N,6.44703641261368,6.16562791620047,3.71357206670431,4,1.79175946922805,1.79175946922805
young,N,6.30318658019478,6.09650000994186,5.91079664404053,4,1.09861228866811,0.693147180559945
young,N,6.28502928271792,6.1578260843232,7.73061406606374,5,3.17805383034795,2.56494935746154
young,N,6.43557327880835,6.22059017009974,4.86753445045558,5,1.38629436111989,1.6094379124341
young,N,6.31148069338366,6.10702288774225,7.23993259132047,5,2.83321334405622,2.39789527279837
young,N,6.4281698909522,6.10769081607611,6.17378610390194,4,2.99573227355399,3.09104245335832
young,N,6.4723462945009,6.16772611252206,1.09861228866811,5,1.09861228866811,0.693147180559945
young,N,6.35029217236479,6.02175123971285,6.0591231955818,5,2.63905732961526,2.07944154167984
young,N,6.34315961200632,6.15867246609189,5.23644196282995,5,0.693147180559945,0.693147180559945
young,N,6.66651140063614,6.129921290255,3.2188758248682,4,1.09861228866811,0.693147180559945
young,N,6.4923458900025,6.25958146406492,4.60517018598809,7,1.79175946922805,1.79175946922805
young,N,6.30109767262976,6.10211106719505,4.61512051684126,4,1.38629436111989,1.38629436111989
young,N,6.46647126500758,6.1501762382628,3.13549421592915,5,1.79175946922805,1.09861228866811
young,N,6.45894938185251,6.2071805825934,4.24849524204936,5,1.09861228866811,1.09861228866811
young,N,6.60665018619822,6.19154415882364,4.85203026391962,6,0.693147180559945,1.09861228866811
young,N,6.47812554387467,6.15188126851389,4.34380542185368,4,1.94591014905531,0.693147180559945
young,N,6.40471593001658,6.12271208371765,5.79909265446053,4,0.693147180559945,0.693147180559945
young,N,6.66482985015647,6.17482722841035,1.79175946922805,4,1.09861228866811,1.09861228866811
young,N,6.59441345974978,6.20859002609663,2.30258509299405,5,0.693147180559945,0.693147180559945
young,N,6.44489408173266,6.18270454940918,4.52178857704904,5,2.19722457733622,2.19722457733622
young,N,6.38497515068126,6.13664655695248,7.64156444126097,5,3.3322045101752,2.94443897916644
young,N,6.47646454166261,6.17877364541298,4.75359019110636,4,3.43398720448515,2.07944154167984
young,N,6.40461670069754,6.1249021853377,6.64639051484773,5,1.94591014905531,2.83321334405622
young,N,6.48649609857519,6.20132020409526,5.48893772615669,6,1.09861228866811,1.6094379124341
young,N,6.5970638431475,6.16541785423142,1.38629436111989,4,1.09861228866811,1.09861228866811
young,N,6.33132389811815,6.22356783979366,8.85152027169106,6,3.36729582998647,2.30258509299405
young,N,6.40541025968574,6.14889555505681,5.98645200528444,5,1.79175946922805,1.79175946922805
young,N,6.44105817714455,6.09582456243222,4.00733318523247,4,1.38629436111989,1.79175946922805
young,N,6.42386365645623,6.12555828158868,5.55295958492162,5,2.77258872223978,1.6094379124341
young,N,6.52082729187238,6.17565934828362,4.79579054559674,5,1.79175946922805,1.09861228866811
young,N,6.39312241687319,6.08107670579767,5.0998664278242,5,1.79175946922805,1.79175946922805
young,N,6.6377297417678,6.16751649088834,1.94591014905531,4,0.693147180559945,1.38629436111989
young,N,6.33753344525949,6.06773090256143,5.53733426701854,4,2.30258509299405,2.19722457733622
young,N,6.59725483644968,6.17232670616559,3.76120011569356,4,1.38629436111989,0.693147180559945
young,N,6.32301397226598,6.15145528341692,7.71735127218533,5,3.13549421592915,2.484906649788
young,N,6.41836493593621,6.10389997643777,4.40671924726425,5,1.94591014905531,1.94591014905531
young,N,6.44276307155932,6.1452580202874,4.20469261939097,4,2.07944154167984,1.38629436111989
young,N,6.43133108193348,6.12358870003502,4.40671924726425,4,3.40119738166216,1.94591014905531
young,N,6.37480333022442,6.09874821232766,6.37331978957701,5,2.63905732961526,2.39789527279837
young,N,6.46335701637174,6.1222734872194,4.78749174278205,4,1.6094379124341,1.6094379124341
young,N,6.39609597446757,6.0794754244307,7.55066124310534,4,2.39789527279837,2.19722457733622
young,N,6.31664108398731,6.15294543803008,6.26909628370626,4,2.484906649788,1.38629436111989
young,N,6.49407148984944,6.19501744865719,3.46573590279973,5,1.38629436111989,1.38629436111989
young,N,6.41439294709245,6.13361493921266,4.14313472639153,4,1.6094379124341,1.38629436111989
young,N,6.4352685694426,6.1580377469338,4.04305126783455,5,1.94591014905531,2.56494935746154
young,N,6.51487564055847,6.13079161232908,1.09861228866811,5,1.09861228866811,1.38629436111989
young,N,6.47620283611065,6.12512093192066,3.85014760171006,4,2.30258509299405,1.6094379124341
young,N,6.4710316749712,6.18146487982894,3.71357206670431,4,0.693147180559945,1.09861228866811
young,N,6.54776054491873,6.11058002799814,4.15888308335967,4,1.6094379124341,1.09861228866811
young,N,6.43263457983692,6.15358339658442,3.87120101090789,4,1.09861228866811,1.6094379124341
young,N,6.30822593793525,6.09762474293637,7.53743003658651,5,2.83321334405622,2.07944154167984
young,N,6.38127441560557,6.12948584500536,6.22257626807137,3,1.94591014905531,1.94591014905531
young,N,6.72112445060008,6.16247234400166,2.39789527279837,5,1.38629436111989,0.693147180559945
young,N,6.55322089954252,6.14203740558736,3.2188758248682,3,1.09861228866811,1.6094379124341
young,N,6.6548996636824,6.1249021853377,2.19722457733622,3,0.693147180559945,1.09861228866811
young,N,6.31647853081852,6.10143940031655,6.3135480462771,4,2.89037175789616,2.89037175789616
young,N,6.3475818355858,6.04902565763251,5.53733426701854,4,2.83321334405622,1.79175946922805
young,N,6.55118033004374,6.15145528341692,4.23410650459726,5,1.38629436111989,1.79175946922805
young,N,6.38815796282902,6.13057410281218,4.58496747867057,4,1.38629436111989,1.38629436111989
young,N,6.52990047408189,6.13144385716142,4.02535169073515,3,1.09861228866811,1.09861228866811
young,N,6.39979222082962,6.10278228323993,5.31811999384422,4,2.19722457733622,2.484906649788
young,N,6.37935953402268,6.04642610518196,4.20469261939097,4,0.693147180559945,1.09861228866811
young,N,6.42741036246973,6.13361493921266,5.82894561761021,5,1.94591014905531,1.94591014905531
young,N,6.358933525288,6.15888394964983,3.3322045101752,4,1.09861228866811,1.79175946922805
young,N,6.55455998830765,6.15867246609189,1.94591014905531,4,1.09861228866811,0.693147180559945
young,N,6.66726208933281,6.1426823588506,2.89037175789616,3,0.693147180559945,0.693147180559945
young,N,6.53341085953176,6.1992913943103,4.7361984483945,4,0.693147180559945,0.693147180559945
young,N,6.52621663639008,6.22336960409076,4.61512051684126,5,1.6094379124341,1.09861228866811
young,N,6.46109310602363,6.19195340785739,4.27666611901606,4,0.693147180559945,0.693147180559945
young,N,6.38805707671255,6.11853762967146,8.68135077758252,4,3.36729582998647,1.94591014905531
young,N,6.45015441645344,6.14868194830602,5.91079664404053,4,1.6094379124341,2.30258509299405
young,N,6.42085774799343,6.09897275482327,3.97029191355212,4,2.30258509299405,2.19722457733622
young,N,6.4362945887384,6.09424674175101,2.63905732961526,3,2.484906649788,1.79175946922805
young,N,6.42139459961566,6.13599769784028,5.50938833662798,3,1.6094379124341,1.38629436111989
young,N,6.40025744530882,6.12007761457596,5.22035582507832,4,1.79175946922805,1.6094379124341
young,N,6.37055145615608,6.09672505776548,6.282266746896,4,2.07944154167984,2.19722457733622
young,N,6.31664108398731,6.10076728199843,7.23201033166476,4,3.43398720448515,2.19722457733622
young,N,6.58015358252911,6.11809719804135,5.73334127689775,3,2.07944154167984,0.693147180559945
young,N,6.34796697616688,6.10166333940606,5.23110861685459,3,1.09861228866811,1.09861228866811
young,N,6.40244773590005,6.0910836121367,7.3304052118444,4,3.3322045101752,1.79175946922805
young,N,6.54737347311208,6.20253551718792,2.484906649788,5,0.693147180559945,0.693147180559945
young,N,6.33889438646303,6.16436688198544,8.88502565805085,5,3.52636052461616,3.58351893845611
young,N,6.31561113403856,6.07534603108868,7.03702761468628,3,3.17805383034795,2.30258509299405
young,N,6.39086127981454,6.1270875008927,4.34380542185368,4,1.6094379124341,1.94591014905531
young,N,6.57469920064204,6.22554803846053,4.70048036579242,5,1.09861228866811,0.693147180559945
young,N,6.31407327064147,6.04784488054409,7.33888813383888,4,2.99573227355399,2.94443897916644
young,N,6.3486318698084,6.11985776187638,5.67332326717149,6,1.38629436111989,2.30258509299405
young,N,6.60724460409148,6.22297301475382,3.29583686600433,5,2.30258509299405,1.38629436111989
young,N,6.41627466147992,6.10211106719505,5.02388052084628,4,2.39789527279837,2.94443897916644
young,N,6.55383368395422,6.0767243910588,2.30258509299405,4,1.38629436111989,1.6094379124341
young,N,6.4683041328708,6.16184003288354,5.52146091786225,3,0.693147180559945,1.09861228866811
young,N,6.42559809356383,6.14332689641723,4.49980967033027,5,1.94591014905531,1.38629436111989
young,N,6.32931083928234,6.11058002799814,6.7093043402583,4,1.6094379124341,1.38629436111989
young,N,6.39102894689518,6.17316090850802,5.12989871492307,3,2.56494935746154,1.6094379124341
young,N,6.424301602012,6.09942168861307,5.72031177660741,3,2.07944154167984,1.38629436111989
young,N,6.41887051773299,6.19644412779452,1.79175946922805,5,0.693147180559945,1.6094379124341
young,N,6.46153067440067,6.11919791361753,5.8111409929767,3,2.19722457733622,2.39789527279837
young,N,6.35798090507757,6.20475976236738,4.48863636973214,5,1.09861228866811,1.09861228866811
young,N,6.37679497279577,6.19277140381302,5.60947179518496,5,2.19722457733622,1.6094379124341
young,N,6.42614859388537,6.2578591404165,3.85014760171006,5,0.693147180559945,1.38629436111989
young,N,6.50190509674244,6.19847871649231,4.85981240436167,7,2.07944154167984,1.94591014905531
young,N,6.33255112127994,6.0913098820777,6.85856503479136,4,2.83321334405622,2.19722457733622
young,N,6.39581236461273,6.10300592184089,8.00101996132365,3,3.09104245335832,2.07944154167984
young,N,6.62781648316813,6.12271208371765,3.91202300542815,4,2.19722457733622,1.38629436111989
young,N,6.47886288242326,6.14932263172356,6.4831073514572,5,2.07944154167984,1.09861228866811
young,N,6.38362487113707,6.09964607995251,4.74493212836325,4,1.38629436111989,0.693147180559945
young,N,6.35662835844262,6.17149180734856,5.92425579741453,5,2.89037175789616,2.30258509299405
young,N,6.38563275147385,6.105685691198,6.09582456243222,4,2.19722457733622,1.09861228866811
young,N,6.26089990620147,6.13361493921266,5.18178355029209,3,2.70805020110221,1.94591014905531
young,N,6.5225485766403,6.1491091161895,2.70805020110221,4,1.94591014905531,1.09861228866811
young,N,6.39797910435172,6.1992913943103,5.52545293913178,6,1.79175946922805,2.07944154167984
young,N,6.39040843822588,6.12029741895095,3.78418963391826,4,1.79175946922805,0.693147180559945
young,N,6.37019203635845,6.06610809010375,5.50938833662798,5,1.6094379124341,1.09861228866811
young,N,6.364234272378,6.14868194830602,7.30249642372733,5,2.30258509299405,2.07944154167984
young,N,6.37468404626883,6.15188126851389,7.17625453201714,4,3.09104245335832,2.63905732961526
young,N,6.436903289981,6.12599544006559,4.75359019110636,4,0.693147180559945,1.38629436111989
young,N,6.29169876078676,6.23225153359479,8.42354163533478,4,1.6094379124341,0.693147180559945
young,N,6.3519148553817,6.11235386438344,5.63478960316925,5,2.30258509299405,1.6094379124341
young,N,6.23695650208595,6.12883232140079,8.33327035325531,5,1.79175946922805,2.63905732961526
young,N,6.34847443494674,6.09852361940139,6.48920493132532,4,1.38629436111989,0.693147180559945
young,N,6.55143741414022,6.23421462806111,4.15888308335967,6,1.38629436111989,1.6094379124341
young,N,6.6257371361548,6.12577688471558,3.68887945411394,5,1.6094379124341,2.30258509299405
young,N,6.38333770169668,6.14289725086819,2.70805020110221,5,1.09861228866811,1.38629436111989
young,N,6.31945448193674,6.19746193958722,6.7202201551353,4,1.38629436111989,1.79175946922805
young,N,6.44140895363975,6.18414889093748,3.89182029811063,5,1.09861228866811,1.79175946922805
young,N,6.20532514482327,6.21560759875528,5.95583736946483,5,2.19722457733622,2.19722457733622
young,N,6.39410901427937,6.06796251808071,6.25190388316589,5,2.63905732961526,2.63905732961526
young,N,6.30780696005297,6.11897786740694,7.04141166379481,5,2.07944154167984,1.6094379124341
young,N,6.57776399554061,6.18414889093748,2.39789527279837,4,1.09861228866811,0.693147180559945
young,N,6.38940138879535,6.16078529172469,3.61091791264422,4,2.30258509299405,1.6094379124341
young,N,6.52915603000853,6.17898092077904,1.94591014905531,5,0.693147180559945,0.693147180559945
young,N,6.45659695620209,6.15867246609189,3.63758615972639,5,1.6094379124341,1.6094379124341
young,N,6.6078521662334,6.12533963066401,2.70805020110221,4,0.693147180559945,1.09861228866811
young,N,6.25269355202752,6.16940150558411,6.46925031679577,4,2.63905732961526,1.79175946922805
young,N,6.39380812162891,6.18022367156036,4.44265125649032,5,1.38629436111989,1.6094379124341
young,N,6.60518966069044,6.23284086668325,3.40119738166216,6,1.38629436111989,0.693147180559945
young,N,6.3599371244863,6.11456674424197,5.67332326717149,4,2.19722457733622,0.693147180559945
young,N,6.51991395562752,6.20071199323008,4.04305126783455,5,2.83321334405622,1.38629436111989
young,N,6.404451296615,6.15188126851389,7.49443021503157,4,4.18965474202643,2.56494935746154
young,N,6.41437656881987,6.19644412779452,3.85014760171006,5,1.09861228866811,1.79175946922805
young,N,6.50443786293143,6.16268302555727,2.89037175789616,5,0.693147180559945,1.09861228866811
young,N,6.3742920130603,6.1351318969204,5.63121178182137,4,0.693147180559945,1.09861228866811
young,N,6.36972973528949,6.1396690117577,6.01615715969835,5,2.39789527279837,2.07944154167984
young,N,6.44021261906576,6.17274389432349,5.23110861685459,4,1.79175946922805,1.6094379124341
young,N,6.66768172044508,6.155070385706,2.63905732961526,3,3.97029191355212,1.09861228866811
young,N,6.60319828930551,6.24494329821826,2.30258509299405,5,1.09861228866811,1.94591014905531
young,N,6.32453815779439,6.15251990610877,7.96311205897929,3,4.02535169073515,1.38629436111989
young,N,6.66398801337206,6.1946094519155,1.6094379124341,6,0.693147180559945,1.09861228866811
young,N,6.51052616179869,6.18291101167894,7.03790596344718,5,1.09861228866811,1.38629436111989
young,N,6.43882307555471,6.15188126851389,7.00940893270864,4,2.99573227355399,2.30258509299405
young,N,6.49457045035875,6.20374935508732,5.11198778835654,4,1.6094379124341,1.6094379124341
young,N,6.46168690243142,6.17211804680124,3.76120011569356,4,2.83321334405622,1.09861228866811
young,N,6.7198220059206,6.19868194787193,1.79175946922805,4,0.693147180559945,0.693147180559945
young,N,6.35330860811172,6.17482722841035,7.83873755959928,5,3.91202300542815,1.94591014905531
young,N,6.58590955154308,6.26263606743277,4.85981240436167,5,1.09861228866811,1.38629436111989
young,N,6.63355524734298,6.16793569022376,4.75359019110636,5,0.693147180559945,0.693147180559945
young,N,6.34212141872115,6.19277140381302,3.93182563272433,5,2.19722457733622,0.693147180559945
young,N,6.56783911885836,6.21560759875528,2.30258509299405,6,1.09861228866811,1.6094379124341
young,N,6.37715202760747,6.12271208371765,6.34388043412633,3,1.09861228866811,1.79175946922805
young,N,6.37806958357479,6.07442606782233,5.25227342804663,3,1.38629436111989,1.79175946922805
young,N,6.3230319173719,6.15464575724951,7.89729647259588,3,3.91202300542815,1.94591014905531
young,N,6.6265058062609,6.23264446090829,3.55534806148941,4,1.38629436111989,1.09861228866811
young,N,6.37229537425779,6.15951813210423,2.63905732961526,3,1.6094379124341,1.38629436111989
young,N,6.35943545078857,6.11633352915385,5.87773578177964,4,1.79175946922805,0.693147180559945
young,N,6.34971574810058,6.16583793405276,6.13772705408623,5,1.94591014905531,1.38629436111989
young,N,6.34635540050321,6.16289366273551,4.63472898822964,5,1.79175946922805,2.07944154167984
young,N,6.351112567073,6.1837364347551,6.14418563412565,5,3.17805383034795,2.30258509299405
young,N,6.23891039094516,6.11611285167309,6.52356230614951,5,2.99573227355399,3.36729582998647
young,N,6.46380918405569,6.16562791620047,3.73766961828337,5,2.30258509299405,1.38629436111989
young,N,6.50145482206729,6.18146487982894,6.92559519711047,3,0.693147180559945,0.693147180559945
young,N,6.53837134544492,6.18105131489335,3.87120101090789,3,2.19722457733622,1.94591014905531
young,N,6.4997268884708,6.23067827859969,4.17438726989564,5,1.38629436111989,1.6094379124341
young,N,6.37125280842616,6.16184003288354,8.80807015476454,3,3.66356164612965,3.68887945411394
young,N,6.39292163381861,6.09559931183999,4.59511985013459,3,0.693147180559945,0.0
